Date,Type,Address,Latitude,Longitude,Link,Description
2014-01-01T06:55:00,Vandalism,"0000, SALT LAKE CITY, UT",40.7380369,-111.9576514,http://spotcrime.com/crime/47259290-5eaf0894871fd0ff55fbb38bc34ab139,DAMAGED PROPERTY  PRIVATE VEH
2014-01-01T06:21:00,Vandalism,"1000 BLOCK OF N VALENTINE ST, SALT LAKE CITY, UT",40.7910706,-111.9261618,http://spotcrime.com/crime/47259291-784df9a84cb326ca27da70bf4c9076e8,DAMAGED PROPERTY  PRIVATE
2014-01-01T06:35:00,Vandalism,"1300 BLOCK OF W 900 S, SALT LAKE CITY, UT",40.750591,-111.928276,http://spotcrime.com/crime/47259303-5b61c122f4a9d5e9ecf30ff3976498e0,DAMAGED PROPERTY  PRIVATE
2014-01-01T20:37:00,Arrest,"3900 BLOCK OF W 100 S, SALT LAKE CITY, UT",40.6549333,-111.8945769,http://spotcrime.com/crime/47259109-e686c19e3e5def56f30aed3c30c838f4,ESCAPE  WARRANTS ALL IN STATE
2014-01-01T13:45:00,Arrest,"0000, SALT LAKE CITY, UT",40.7380369,-111.9576514,http://spotcrime.com/crime/47259219-bd19d67293993f86c6c05d6a9cf62b7c,DRUG  MARIJUANA POSSESS
2014-01-01T11:17:00,Arrest,"3000 BLOCK OF S 500 W, SALT LAKE CITY, UT",40.7584284,-111.9622216,http://spotcrime.com/crime/47259252-db12a1f6666926a4144e2ac036e6b300,ESCAPE  WARRANTS ALL IN STATE
2014-01-01T08:11:00,Arrest,"5500 BLOCK OF E 700 S, SALT LAKE CITY, UT",40.7541358,-111.8711348,http://spotcrime.com/crime/47259270-cebf0c09dfcfad1252ec091008d86f98,ESCAPE  WARRANTS ALL IN STATE
2014-01-01T05:47:00,Arrest,"2200 BLOCK OF S 200 W, SALT LAKE CITY, UT",40.7228928,-111.8854123,http://spotcrime.com/crime/47259289-c5591659d14c4de9e21823c8e9e661bd,ESCAPE  WARRANTS ALL IN STATE
2014-01-01T05:02:00,Arrest,"1300 BLOCK OF S 200 E, SALT LAKE CITY, UT",40.7649897,-111.8536475,http://spotcrime.com/crime/47259299-cfa73aefbc44fffcfa583b17bf69b5c7,ESCAPE  WARRANTS ALL IN STATE
2014-01-01T02:09:00,Arrest,"1400 BLOCK OF W AMERICAN AVE, SALT LAKE CITY, UT",40.7483082,-111.930809,http://spotcrime.com/crime/47259344-82016fc7258ed6fa83766597f7ff697e,ESCAPE  WARRANTS ALL IN STATE
2014-01-01T03:24:00,Arrest,"0000, SALT LAKE CITY, UT",40.7380369,-111.9576514,http://spotcrime.com/crime/47259357-2b46833b18f84904f10efde335dd42a6,TRAFFIC - DRIVING UNDER ALCOHO
2014-01-01T03:14:00,Arrest,"2200 BLOCK OF S 200 W, SALT LAKE CITY, UT",40.7228928,-111.8854123,http://spotcrime.com/crime/47259359-e6f0c6d9bf19a69c78adad8f6d36e00c,TRAFFIC - DRIVING UNDER ALCOHO
2014-01-01T14:01:00,Arrest,"1000 BLOCK OF S LOSTWOOD DR, SALT LAKE CITY, UT",40.5519337,-111.8093666,http://spotcrime.com/crime/47259377-6eb86d48228f03286a0ff8e84453121d,ESCAPE  WARRANTS ALL IN STATE
2014-01-01T01:30:00,Arrest,"7700 BLOCK OF E 2700 S, SALT LAKE CITY, UT",40.7126884,-111.8579227,http://spotcrime.com/crime/47259417-a31dc6bb4f7ece4fffe8d04abb7da54e,TRAFFIC - DRIVING UNDER ALCOHO
2014-01-01T02:49:00,Arrest,"4100 BLOCK OF W 500 S, SALT LAKE CITY, UT",40.7584102,-111.9736573,http://spotcrime.com/crime/47259444-6a90e8d1d8775d53cb48f8fe5678c6bd,ESCAPE  WARRANTS ALL IN STATE
2014-01-01T03:10:00,Arrest,"7800 BLOCK OF S 500 E, SALT LAKE CITY, UT",40.6744203,-111.8770199,http://spotcrime.com/crime/47277687-6fead907c109628338c81ab93e9eb563,TRAFFIC - DRIVING UNDER ALCOHO
2014-01-01T17:17:00,Assault,"2400 BLOCK OF S MAIN ST, SALT LAKE CITY, UT",40.7185926,-111.8911141,http://spotcrime.com/crime/47259171-9359d3a65df2c5cdf912f9d69a620ca1,ASSAULT  SIMPLE ASSAULT
2014-01-01T16:40:00,Assault,"1000 BLOCK OF E SOUTH TEMPLE ST, SALT LAKE CITY, UT",40.7693353,-111.8624446,http://spotcrime.com/crime/47259175-4b652a5628dba08f3d1216503cf05619,SEX ASSAULT  FREE TEXT
2014-01-01T14:20:00,Assault,"1800 BLOCK OF S STATE ST, SALT LAKE CITY, UT",40.7311273,-111.888327,http://spotcrime.com/crime/47259209-0750de9e6c418495ec76aceae42726ed,ASSAULT  SIMPLE ASSAULT
2014-01-01T13:57:00,Assault,"2700 BLOCK OF W 200 S, SALT LAKE CITY, UT",40.7649478,-111.9438429,http://spotcrime.com/crime/47259215-b9724083ea396903c7568248a75cefce,FAMILY OFFENSE - DOMESTIC VIOL
2014-01-01T15:13:00,Assault,"2000 BLOCK OF S 200 E, SALT LAKE CITY, UT",40.7261115,-111.8854253,http://spotcrime.com/crime/47259216-4e50784e18fefa039055741897b37640,FAMILY OFFENSE - DOMESTIC VIOL
2014-01-01T11:40:00,Assault,"6400 BLOCK OF S UNIVERSITY ST, SALT LAKE CITY, UT",40.7620241,-111.8523268,http://spotcrime.com/crime/47259255-47b566bb4d06ce694b241a5ddb4553f3,PUB PEACE - HARRASSING COMMUNI
2014-01-01T12:07:00,Assault,"1400 BLOCK OF E 1700 S, SALT LAKE CITY, UT",40.7334683,-111.8508926,http://spotcrime.com/crime/47259269-85c79322270285aeba645d6e8e207353,SEX ASSAULT - UNLAWFUL SEXUAL
2014-01-01T10:59:00,Assault,"1800 BLOCK OF S STATE ST, SALT LAKE CITY, UT",40.7311273,-111.888327,http://spotcrime.com/crime/47259279-73af9ea11e91b8995b5b19e61908c4e7,SEX ASSAULT  FREE TEXT
2014-01-01T08:01:00,Assault,"1600 BLOCK OF W 400 S, SALT LAKE CITY, UT",40.7606538,-111.9363873,http://spotcrime.com/crime/47259284-e04bfa5d5111ce84c20d5ad43005ec5e,ASSAULT  SIMPLE ASSAULT
2014-01-01T06:07:00,Assault,"1000 BLOCK OF S 400 W, SALT LAKE CITY, UT",40.7478798,-111.9027611,http://spotcrime.com/crime/47259308-aa66ceeed383defecdc3250373581626,AGG ASSAULT - NON FAMILY STRON
2014-01-01T04:28:00,Assault,"1400 BLOCK OF S ROBERTA ST, SALT LAKE CITY, UT",40.7391259,-111.883946,http://spotcrime.com/crime/47259320-2616291dc69fe35fac3c66ce936976a2,ASSAULT  SIMPLE ASSAULT
2014-01-01T04:39:00,Assault,"5400 BLOCK OF N 800 W, SALT LAKE CITY, UT",40.7780379,-111.9139653,http://spotcrime.com/crime/47259366-4b2c7abdf2b087b5ff15452e95e0b295,ASSAULT  SIMPLE ASSAULT
2014-01-01T04:31:00,Assault,"5500 BLOCK OF S MAIN ST, SALT LAKE CITY, UT",40.8441038,-111.9090002,http://spotcrime.com/crime/47259368-659e27f49c78e2fcb5ca8c2deb17be59,ASSAULT  SIMPLE ASSAULT
2014-01-01T06:00:00,Assault,"1100 BLOCK OF W 300 S, SALT LAKE CITY, UT",40.7628298,-111.9226131,http://spotcrime.com/crime/47259375-a76d4b455cf3e865ba1548a9b54e4a1b,AGG ASSAULT  FAMILY STRONGARM
2014-01-01T03:57:00,Assault,"2100 BLOCK OF W EASTGATE DR, SALT LAKE CITY, UT",40.6616423,-111.8605409,http://spotcrime.com/crime/47259399-c30f6fe6a87e09bb6bf0b4c82243977c,ASSAULT  SIMPLE ASSAULT
2014-01-01T02:55:00,Assault,"1100 BLOCK OF W 900 S, SALT LAKE CITY, UT",40.750296,-111.9221394,http://spotcrime.com/crime/47259432-df6f825ccd066c622b350b158e4200b4,ASSAULT - SIMPLE ON POLICE OFF
2014-01-01T04:34:00,Assault,"0000, SALT LAKE CITY, UT",40.7380369,-111.9576514,http://spotcrime.com/crime/47277693-7b4375b5f73185766ae0b7dfe75beaec,ASSAULT  SIMPLE ASSAULT
2014-01-01T04:18:00,Assault,"3300 BLOCK OF W 1500 S, SALT LAKE CITY, UT",40.7375559,-111.9485741,http://spotcrime.com/crime/47277696-7070b9a3e33bebe747bd6e0ab10f2290,AGG ASSAULT  FAMILY STRONGARM
2014-01-01T04:53:00,Assault,"1300 BLOCK OF S CHEYENNE ST, SALT LAKE CITY, UT",40.7512654,-111.9342553,http://spotcrime.com/crime/47277715-a4cd36bb891d4801eaadea8b614109fb,FAMILY OFFENSE - DOMESTIC VIOL
2014-01-01T22:17:00,Assault,"1000 BLOCK OF S 535 E, SALT LAKE CITY, UT",40.7574938,-111.8623223,http://spotcrime.com/crime/47298563-5f30d3bdfbb176788c2bc61dee8273ac,PUB PEACE - HARRASSING COMMUNI
2014-01-01T20:53:00,Other,"1200 BLOCK OF W 900 S, SALT LAKE CITY, UT",40.7503047,-111.9261279,http://spotcrime.com/crime/47259108-10e8d09df1f5c95bdfc0206bc025629b,PUB ORD  FREE TEXT
2014-01-01T20:37:00,Other,"6300 BLOCK OF W SOUTH TEMPLE ST, SALT LAKE CITY, UT",40.7713032,-111.9748234,http://spotcrime.com/crime/47259110-9752b6372f4d81c7076ff3f7deab7341,PUB ORD  POLICE ASSISTANCE
2014-01-01T20:52:00,Other,"9000 BLOCK OF E 2100 S, SALT LAKE CITY, UT",40.7251634,-111.8591319,http://spotcrime.com/crime/47259111-b3bd3d9490cb46ec67159bce3b0c52a6,PUB ORD  POLICE ASSISTANCE
2014-01-01T20:23:00,Other,"0000, SALT LAKE CITY, UT",40.7380369,-111.9576514,http://spotcrime.com/crime/47259113-8995554e45beb14ceaa062abc0a1f477,PUB ORD  LOST PROPERTY
2014-01-01T20:41:00,Other,"1000 BLOCK OF S STATE ST, SALT LAKE CITY, UT",40.747257,-111.888683,http://spotcrime.com/crime/47259115-7eadbf0233f635249ab26b23651e6a70,PUB PEACE  FALSE FIRE ALARM
2014-01-01T20:14:00,Other,"1500 BLOCK OF S 800 E, SALT LAKE CITY, UT",40.7371484,-111.8681972,http://spotcrime.com/crime/47259116-e1e5d648704deb7d9cee89e97565abb0,PUB ORD  FREE TEXT
2014-01-01T20:21:00,Other,"1300 BLOCK OF S 500 E, SALT LAKE CITY, UT",40.7416289,-111.8767956,http://spotcrime.com/crime/47259118-049baf88e8255cb6514455dd3678dd7b,PUB ORD  FREE TEXT
2014-01-01T19:49:00,Other,"3000 BLOCK OF W SOUTH TEMPLE ST, SALT LAKE CITY, UT",40.7714742,-111.9591936,http://spotcrime.com/crime/47259120-493061ac60f9e5b0a2d56538b0d32c3d,PUB ORD  FREE TEXT
2014-01-01T20:25:00,Other,"3200 BLOCK OF S 1000 W, SALT LAKE CITY, UT",40.7013768,-111.862635,http://spotcrime.com/crime/47259121-1632c7886c7909af648a2b0c7b0b388d,PUB ORD  FREE TEXT
2014-01-01T19:45:00,Other,"1000 BLOCK OF E RAMONA AVE, SALT LAKE CITY, UT",40.7286292,-111.862433,http://spotcrime.com/crime/47259122-463514d21dd1e2c3f671198100bda8be,PUB ORD  FREE TEXT
2014-01-01T19:28:00,Other,"1100 BLOCK OF N REDWOOD RD, SALT LAKE CITY, UT",40.7934415,-111.9391853,http://spotcrime.com/crime/47259123-9d86f0df811c507780de34d9b71ce200,PUB ORD  FREE TEXT
2014-01-01T20:02:00,Other,"1600 BLOCK OF W NORTH TEMPLE ST, SALT LAKE CITY, UT",40.7715995,-111.9373658,http://spotcrime.com/crime/47259124-f3fefb2ad03b569e3762dab299feb504,PUB ORD  FREE TEXT
2014-01-01T19:32:00,Other,"1000 BLOCK OF S 700 W, SALT LAKE CITY, UT",40.7472185,-111.9111056,http://spotcrime.com/crime/47259125-1a5297d2b9633945149dff92d2bba159,PUB ORD  FREE TEXT
2014-01-01T19:07:00,Other,"3500 BLOCK OF S 500 E, SALT LAKE CITY, UT",40.6949977,-111.8769737,http://spotcrime.com/crime/47259126-1762cc7a190421616c3a6784e450fa74,PUB ORD  FREE TEXT
2014-01-01T20:12:00,Other,"6400 BLOCK OF N SIR PHILIP DR, SALT LAKE CITY, UT",40.786646,-111.9477006,http://spotcrime.com/crime/47259128-157075260030b36b9efc77d167b07f96,FAMILY OFFENSE  FREE TEXT
2014-01-01T19:01:00,Other,"2100 BLOCK OF W SOUTH TEMPLE ST, SALT LAKE CITY, UT",40.7715733,-111.951394,http://spotcrime.com/crime/47259129-37889f30a363f5e2d7141e65facb6980,PUB ORD  FREE TEXT
2014-01-01T19:12:00,Other,"6400 BLOCK OF S PUEBLO ST, SALT LAKE CITY, UT",40.7562881,-111.9321453,http://spotcrime.com/crime/47259130-a572e7b591f7d9ec034b0af62347d2e7,PUB ORD  CIVIL CASES
2014-01-01T19:27:00,Other,"2100 BLOCK OF S RIO GRANDE ST, SALT LAKE CITY, UT",40.7653661,-111.9040951,http://spotcrime.com/crime/47259131-66f5d31fcf309ec20612d1e776558e1c,PUB ORD  FREE TEXT
2014-01-01T19:50:00,Other,"8400 BLOCK OF N BECK ST, SALT LAKE CITY, UT",40.8019021,-111.9127682,http://spotcrime.com/crime/47259133-57f7610754ce7ba54265aad75623806d,PUB ORD  FREE TEXT
2014-01-01T18:50:00,Other,"5400 BLOCK OF E 100 S, SALT LAKE CITY, UT",40.7671761,-111.8682688,http://spotcrime.com/crime/47259134-73cd3f17bb8cadcc5ec42c13f6eb5165,PUB ORD  POLICE ASSISTANCE
2014-01-01T18:58:00,Other,"2200 BLOCK OF S FOOTHILL DR, SALT LAKE CITY, UT",40.7236424,-111.813417,http://spotcrime.com/crime/47259135-b1beb9216cfc3adc8363b90fd4712e23,PUB ORD  POLICE ASSISTANCE
2014-01-01T18:50:00,Other,"1500 BLOCK OF E BONNEVIEW DR, SALT LAKE CITY, UT",40.7461257,-111.8479475,http://spotcrime.com/crime/47259136-67911a61a7e54cfb258f23430512e677,PUB ORD  FREE TEXT
2014-01-01T18:54:00,Other,"1400 BLOCK OF S STATE ST, SALT LAKE CITY, UT",40.739534,-111.888692,http://spotcrime.com/crime/47259137-4625c4696e37f54172563ab8ce658ea0,PUB PEACE  MENTAL/PSYCHO
2014-01-01T18:49:00,Other,"1700 BLOCK OF W CRYSTAL ROCK AVE, SALT LAKE CITY, UT",40.802431,-111.9400814,http://spotcrime.com/crime/47259138-2ddb719159428481902e45c9d9372c0a,PUB ORD  FREE TEXT
2014-01-01T18:11:00,Other,"2100 BLOCK OF S 700 E, SALT LAKE CITY, UT",40.7253276,-111.8713336,http://spotcrime.com/crime/47259140-9ffafcdc4c97f999e9e73d98a0e67c75,PUB ORD  FREE TEXT
2014-01-01T18:23:00,Other,"6700 BLOCK OF N STAR CREST DR, SALT LAKE CITY, UT",40.7847588,-111.9435945,http://spotcrime.com/crime/47259141-85b162e665b39bd7f42e2694ce5e6a70,PUB ORD  FREE TEXT
2014-01-01T18:04:00,Other,"2000 BLOCK OF W 200 N, SALT LAKE CITY, UT",40.773606,-111.9299485,http://spotcrime.com/crime/47259142-62b61b84d2c4d36a425adee1fd4e22be,PUB ORD  FREE TEXT
2014-01-01T18:59:00,Other,"0000, SALT LAKE CITY, UT",40.7380369,-111.9576514,http://spotcrime.com/crime/47259143-b91be78403d0ba57b91ffb4e2ec6ec81,PRIVACY  TRESPASS
2014-01-01T17:31:00,Other,"0000, SALT LAKE CITY, UT",40.7380369,-111.9576514,http://spotcrime.com/crime/47259144-83f55544ca865e8053e8cbd5c8f6845a,PUB ORD  FREE TEXT
2014-01-01T17:30:00,Other,"1500 BLOCK OF S STATE ST, SALT LAKE CITY, UT",40.736947,-111.888696,http://spotcrime.com/crime/47259145-f2fb384ec0c3ee8662780f5dc189123a,PUB ORD  POLICE ASSISTANCE
2014-01-01T17:26:00,Other,"5100 BLOCK OF W 200 S, SALT LAKE CITY, UT",40.5126412,-112.0347312,http://spotcrime.com/crime/47259146-616842eb9ec041a4b4e5f17ad343cb96,PUB ORD  FREE TEXT
2014-01-01T17:44:00,Other,"3600 BLOCK OF N 700 W, SALT LAKE CITY, UT",40.6925315,-111.9121436,http://spotcrime.com/crime/47259147-985d495d0a0a1ea0698f6f7fde283b3d,PUB ORD  FREE TEXT
2014-01-01T17:39:00,Other,"5500 BLOCK OF E 200 S, SALT LAKE CITY, UT",40.764993,-111.8716203,http://spotcrime.com/crime/47259150-bc60c327c69c8dd3ec97ef0571c999cd,PUB PEACE - SUSPICIOUS ACTIVIT
